-JD-
JDA 	KGCD 	Grant County Regional Airport (Ogilvie Field) (FAA: GCD) 	John Day; Oregon; United States
JDB 		Dallas CBD Vertiport (Dallas Downtown Heliport) (FAA: 49T) 	Dallas; Texas; United States
JDF 	SBJF 	Francisco Alvares de Assis Airport 	Juiz de Fora; Minas Gerais; Brazil
JDH 	VIJO 	Jodhpur Airport 	Jodhpur; Rajasthan; India
JDM 		Miami Downtown Heliport (FAA: X48) 	Miami; Florida; United States
JDN 	KJDN 	Jordan Airport 	Jordan; Montana; United States
JDO 	SBJU 	Cariri Regional Airport 	Juazeiro do Norte; Ceará; Brazil
JDP 	LFPI 	Paris - Issy-les-Moulineaux Heliport 	Issy-les-Moulineaux / Paris; France
JDT 		Minneapolis Downtown Heliport 	Minneapolis; Minnesota; United States
JDX 		Houston Central Business District Heliport 	Houston; Texas; United States
JDY 		Downey Heliport 	Downey; California; United States
JDZ 	ZSJD 	Jingdezhen Airport 	Jingdezhen; Jiangxi; China
-JE-
JED 	OEJN 	King Abdulaziz International Airport 	Jeddah; Saudi Arabia
JEE 	MTJE 	Jérémie Airport 	Jérémie; Haiti
JEF 	KJEF 	Jefferson City Memorial Airport 	Jefferson City; Missouri; United States
JEG 	BGAA 	Aasiaat Airport 	Aasiaat; Greenland
JEJ 		Jeh Airport 	Ailinglaplap Atoll; Marshall Islands
JEM 		Emeryville Heliport 	Emeryville; California; United States
JEQ 	SNJK 	Jequié Airport 	Jequié; Bahia; Brazil
JER 	EGJJ 	Jersey Airport 	Jersey; Channel Islands; United Kingdom
JEV 		Évry Heliport 	Évry; Essonne; France
-JF-
JFK 	KJFK 	John F. Kennedy International Airport 	New York City; New York; United States
JFM 		Fremantle Heliport 	Fremantle; Western Australia; Australia
JFN 	KHZY 	Ashtabula County Airport (FAA: HZY) 	Ashtabula; Ohio; United States
JFR 	BGPT 	Paamiut Airport 	Paamiut; Greenland
-JG-
JGA 	VAJM 	Jamnagar Airport 	Jamnagar; Gujurat; India
JGB 		Jagdalpur Airport 	Jagdalpur; India
JGC 		Grand Canyon Heliport 	Grand Canyon; Arizona; United States
JGE 		Geoje Airport 	Geoje; South Korea
JGL 		Galleria Heliport (FAA: 16GA) 	Marietta; Georgia; United States
JGN 	ZLJQ 	Jiayuguan Airport 	Jiayuguan; Gansu; China
JGO 	BGGN 	Qeqertarsuaq Heliport 	Qeqertarsuaq; Greenland
JGP 		Greenway Plaza Heliport 	Houston; Texas; United States
JGQ 		Transco Tower Garage Heliport (FAA: TS31) 	Houston; Texas; United States
JGR 	BGGD 	Kangilinnguit Heliport (Grønnedal Heliport) 	Kangilinnguit (Grønnedal); Greenland
JGS 	ZSJA 	Jinggangshan Airport 	Ji'an; Jiangxi; China
JGX 		Glendale Heliport 	Glendale; California; United States
-JH-
JHB 	WMKJ 	Sultan Ismail International Airport 	Johor Bahru; Malaysia
JHC 		Island Heliport 	Garden City; New York; United States
JHE 	ESHH 	Hamnen Heliport 	Helsingborg; Sweden
JHG 	ZPJH 	Xishuangbanna Gasa Airport 	Jinghong; Xishuangbanna; Yunnan; China
JHM 	PHJH 	Kapalua Airport 	Lahaina; Hawaii; United States
JHQ 	YSHR 	Shute Harbour Airport 	Shute Harbour; Queensland; Australia
JHS 	BGSS 	Sisimiut Airport 	Sisimiut; Greenland
JHW 	KJHW 	Chautauqua County-Jamestown Airport 	Jamestown; New York; United States
-JI-
JIA 	SWJN 	Juina Airport 	Juina; Mato Grosso; Brazil
JIB 	HDAM 	Ambouli Airport 	Djibouti; Djibouti
JID 		Recreation and Conference Center Heliport (FAA: 9CA3) 	City of Industry; California; United States
JIJ 	HAJJ 	Jijiga Airport 	Jijiga; Ethiopia
JIK 	LGIK 	Ikaria Airport 	Ikaria; Greece
JIL 	ZYJL 	Jilin Ertaizi Airport 	Jilin City; Jilin; China
JIM 	HAJM 	Aba Segud Airport 	Jimma; Ethiopia
JIN 	HUJI 	Jinja Airport 	Jinja; Uganda
JIO 		Ontario International Heliport 	Ontario; California; United States
JIP 	SEJI 	Jipijapa Airport 	Jipijapa; Ecuador
JIQ 		Qianjiang Zhoubai Airport 	Qianjiang; Chongqing; China
JIR 	VNJI 	Jiri Airport 	Jiri; Nepal
JIU 	ZSJJ 	Jiujiang Lushan Airport 	Jiujiang; Jiangxi; China
JIW 	OPJI 	Jiwani Airport 	Jiwani; Pakistan
-JJ-
JJC 	MMJC 	Jorge Jiménez Cantú National Airport 	Atizapán de Zaragoza; Mexico
JJI 	SPJI 	Juanjuí Airport 	Juanjuí; Peru
JJN 	ZSQZ 	Quanzhou Jinjiang Airport 	Jinjiang City; Quanzhou; Fujian; China
JJU 	BGJH 	Qaqortoq Heliport 	Qaqortoq; Greenland
-JK-
JKG 	ESGJ 	Jönköping Airport 	Jönköping; Sweden
JKH 	LGHI 	Chios Island National Airport 	Chios Island; Greece
JKL [1] 	LGKY 	Kalymnos National Airport 	Kalymnos; Greece
JKR 	VNJP 	Janakpur Airport 	Janakpur; Nepal
JKT 		All Airports 	Jakarta; Java; Indonesia
JKV 	KJSO 	Cherokee County Airport (FAA: JSO) 	Jacksonville; Texas; United States
-JL-
JLA 		Quartz Creek Airport 	Cooper Landing; Alaska; United States
JLB 		Long Beach Heliport 	Long Beach; California; United States
JLD 	ESML 	Landskrona Heliport 	Landskrona; Sweden
JLN 	KJLN 	Joplin Regional Airport 	Joplin; Missouri; United States
JLO 		Jesolo Airport 	Jesolo; Italy
JLP 		Juan-les-Pins Airport 	Juan-les-Pins; France
JLR 	VAJB 	Jabalpur Airport 	Jabalpur; Madhya Pradesh; India
JLS 		Jales Airport 	Jales; São Paulo; Brazil
JLX 		Los Angeles Union Station Heliport (FAA: 54L) 	Los Angeles; California; United States
-JM-
JMB 		Jamba Airport 	Jamba; Huíla; Angola
JMC 	KJMC 	Commodore Center Heliport 	Sausalito; California; United States
JMD 		Market Centre Heliport 	Dallas; Texas; United States
JMK 	LGMK 	Mykonos Island National Airport 	Mykonos Island; Greece
JMM 	ESHM 	Malmö Harbour Heliport 	Malmö; Sweden
JMN 		Mankato Municipal Heliport 	Mankato; Minnesota; United States
JMO 	VNJS 	Jomsom Airport 	Jomsom; Nepal
JMS 	KJMS 	Jamestown Regional Airport 	Jamestown; North Dakota; United States
JMU 	ZYJM 	Jiamusi Dongjiao Airport 	Jiamusi; Heilongjiang; China
JMY 		Mammy Yoko Heliport 	Freetown; Sierra Leone
-JN-
JNA 	SNJN 	Januária Airport 	Januária; Minas Gerais; Brazil
JNB 	FAJS 	OR Tambo International Airport 	Johannesburg; Gauteng; South Africa
JNG 	ZLJN 	Jining Airport 	Jining; Shandong; China
JNI 	SAAJ 	Junín Airport 	Junín; Buenos Aires; Argentina
JNN 	BGNN 	Nanortalik Heliport 	Nanortalik; Greenland
JNP 		Newport Beach Heliport 	Newport Beach; California; United States
JNS 	BGNS 	Narsaq Heliport 	Narsaq; Greenland
JNU 	PAJN 	Juneau International Airport 	Juneau; Alaska; United States
JNX 	LGNX 	Naxos Island National Airport 	Naxos Island; Greece
JNZ 	ZYJZ 	Jinzhou Airport 	Jinzhou; Liaoning; China
-JO-
JOE 	EFJO 	Joensuu Airport 	Joensuu; Finland
JOG 	WIIJ 	Adisucipto International Airport 	Yogyakarta; Indonesia
JOH 	FAPJ 	Port Saint Johns Airport 	Port Saint Johns; South Africa
JOI 	SBJV 	Joinville Airport (Cubatao Airport) 	Joinville; Santa Catarina; Brazil
JOK 	UWKJ 	Yoshkar-Ola Airport 	Yoshkar-Ola; Russia
JOL 	RPMJ 	Jolo Airport 	Jolo; Sulu; Philippines
JOM 	HTNJ 	Njombe Airport 	Njombe; Tanzania
JON 	PJON 	Johnston Atoll Airport 	Johnston Atoll; U.S. Minor Outlying Islands
JOP 		Josephstaal Airport 	Josephstaal; Papua New Guinea
JOR 		Choc Heliport (FAA: 4CA5) 	Orange; California; United States
JOS 	DNJO 	Jos Airport (Yakubu Gowon Airport) 	Jos; Nigeria
JOT 	KJOT 	Joliet Regional Airport 	Joliet; Illinois; United States
-JP-
JPA 	SBJP 	Presidente Castro Pinto International Airport 	João Pessoa; Paraíba; Brazil
JPD 		Pasadena Heliport 	Pasadena; California; United States
JPN 	KJPN 	Pentagon Army Heliport 	Washington; D.C.; United States
JPR 	SWJI 	Ji-Paraná Airport 	Ji-Paraná; Rondônia; Brazil
JPU 		La Défense Heliport 	Paris; France
-JQ-
JQA 	BGUQ 	Qaarsut Airport (Uummannaq Airport) 	Qaarsut / Uummannaq; Greenland
JQB 	MDJB 	La Isabela International Airport (Dr. Joaquin Balaguer Int'l) 	Santo Domingo; Dominican Republic
JQE 	MPJE 	Jaqué Airport 	Jaqué; Panama
-JR-
JRA 	KJRA 	West 30th Street Heliport 	New York City; New York; United States
JRB 	KJRB 	Downtown Manhattan Heliport (Wall St. Heliport) 	New York City; New York; United States
JRC 		Rochester Municipal Heliport 	Rochester; Minnesota; United States
JRD 		Riverside Metro Center Heliport (FAA: CA81) 	Riverside; California; United States
JRE 		East 60th Street Heliport 	New York City; New York; United States
JRH 	VEJT 	Jorhat Airport 	Jorhat; India
JRK 	BGAR 	Arsuk Airport 	Arsuk; Greenland
JRN 	SWJU 	Juruena Airport 	Juruena; Mato Grosso; Brazil
JRO 	HTKJ 	Kilimanjaro International Airport 	Kilimanjaro; Tanzania
JRS 	OJJR 	Atarot Airport (Jerusalem International Airport) 	Jerusalem; Israel
-JS-
JSA 	VIJR 	Jaisalmer Airport 	Jaisalmer; India
JSD 	KJSD 	Sikorsky Heliport 	Stratford; Connecticut; United States
JSG 		San Rafael Heliport 	San Rafael; California; United States
JSH 	LGST 	Sitia Public Airport 	Sitia; Crete; Greece
JSI 	LGSK 	Skiathos Island National Airport 	Skiathos Island; Greece
JSK 		St. Cloud Municipal Heliport 	St. Cloud; Minnesota; United States
JSL 		Steel Pier Taj Mahal Heliport (FAA: 28NJ) 	Atlantic City; New Jersey; United States
JSM 	SAWS 	José de San Martín Airport 	José de San Martín; Chubut; Argentina
JSN 		Sherman Oaks Community Hospital Heliport (FAA: CL80) 	Sherman Oaks; California; United States
JSO 		Södertälje Heliport 	Södertälje; Sweden
JSP 		Sogwipo Heliport 	Sogwipo (Seogwipo); Cheju (Jeju); South Korea
JSR 	VGJR 	Jessore Airport 	Jessore; Bangladesh
JSS 		Spetses Heliport 	Spetses; Greece
JST 	KJST 	John Murtha Johnstown-Cambria County Airport 	Johnstown; Pennsylvania; United States
JSU 	BGMQ 	Maniitsoq Airport 	Maniitsoq; Greenland
JSY 	LGSO 	Syros Island Airport 	Syros Island; Greece
JSZ 		Saint-Tropez Heliport 	Saint-Tropez; France
-JT-
JTI 		Jatai Airport 	Jatai; Goiás; Brazil
JTO 		Thousand Oaks Heliport 	Thousand Oaks; California; United States
JTR 	LGSR 	Santorini Airport 	Santorini; Thira; Greece
JTY 	LGPL 	Astypalaia Airport 	Astypalaia Island; Greece
-JU-
JUA 	SIZX 	Juara Airport 	Juara; Mato Grosso; Brazil
JUB 	HSSJ 	Juba Airport 	Juba; Sudan
JUI 	EDWJ 	Juist Airport 	Juist; Lower Saxony; Germany
JUJ 	SASJ 	Gobernador Horacio Guzmán International Airport 	San Salvador de Jujuy; Jujuy; Argentina
JUL 	SPJL 	Inca Manco Capac Airport 	Juliaca; Peru
JUM 	VNJL 	Jumla Airport 	Jumla; Nepal
JUN 	YJDA 	Jundah Airport 	Jundah; Queensland; Australia
JUO 		Juradó Airport 	Juradó; Colombia
JUR 	YJNB 	Jurien Bay Airport 	Jurien Bay; Western Australia; Australia
JUT 	MHJU 	Juticalpa Airport 	Juticalpa; Honduras
JUV 	BGUK 	Upernavik Airport 	Upernavik; Greenland
JUZ 	ZSJU 	Quzhou Airport 	Quzhou; Zhejiang; China
-JV-
JVA 	FMMK 	Ankavandra Airport 	Ankavandra; Madagascar
JVI 		Central Jersey Regional Airport (FAA: 47N) 	Manville; New Jersey; United States
JVL 	KJVL 	Southern Wisconsin Regional Airport 	Janesville; Wisconsin; United States
-JW-
JWA 	FBJW 	Jwaneng Airport 	Jwaneng; Botswana
JWC 		Warner Center Plaza One Heliport (FAA: 96CA) 	Woodland Hills; California; United States
JWH 		Westchase Hilton Heliport (FAA: TS24) 	Houston; Texas; United States
-JX-
JXA 	ZYJX 	Jixi Xingkaihu Airport 	Jixi; Heilongjiang; China
JXN 	KJXN 	Jackson County Airport (Reynolds Field) 	Jackson; Michigan; United States
-JY-
JYO 	KJYO 	Leesburg Executive Airport 	Leesburg; Virginia; United States
JYV 	EFJY 	Jyväskylä Airport 	Jyväskylä; Finland
-JZ-
JZH 	ZUJZ 	Jiuzhaigou Huanglong Airport 	Songpan County; Sichuan; China
KAA 	FLKS 	Kasama Airport 	Kasama; Zambia
KAB 	FVKB 	Kariba Airport 	Kariba; Zimbabwe
KAC 	OSKL 	Kamishly Airport 	Kamishly (Kameshli; Qamishli); Syria
KAD 	DNKA 	Kaduna Airport 	Kaduna; Nigeria
KAE 	PAFE 	Kake Airport (FAA: AFE) 	Kake; Alaska; United States
KAF 		Karato Airport 	Karato; Papua New Guinea
KAG 	RKNN 	Gangneung Airbase 	Kangnung (Gangneung); South Korea
KAI 	SYKA 	Kaieteur Airport 	Kaieteur; Guyana
KAJ 	EFKI 	Kajaani Airport 	Kajaani; Finland
KAK 		Kar Airport 	Kar; Papua New Guinea
KAL 	PAKV 	Kaltag Airport 	Kaltag; Alaska; United States
KAM 	ODKM 	Kamaran Airport 	Kamaran; Yemen
KAN 	DNKN 	Mallam Aminu Kano International Airport 	Kano; Nigeria
KAO 	EFKS 	Kuusamo Airport 	Kuusamo; Finland
KAP 	FZSK 	Kapanga Airport 	Kapanga; Democratic Republic of the Congo
KAR 	SYKM 	Kamarang Airport 	Kamarang; Guyana
KAS 	FYKB 	Karasburg Airport 	Karasburg; Namibia
KAT 	NZKT 	Kaitaia Airport 	Kaitaia; New Zealand
KAU 	EFKA 	Kauhava Airport 	Kauhava; Finland
KAV 	SVKA 	Kavanayén Airport 	Kavanayén; Bolívar; Venezuela
KAW 	VYKT 	Kawthaung Airport 	Kawthaung; Myanmar (Burma)
KAX 	YKBR 	Kalbarri Airport 	Kalbarri; Western Australia; Australia
KAY 	NFNW 	Wakaya Island Airport 	Wakaya Island; Fiji
KAZ 	WAMK 	Kao Airport 	Kao; Halmahera; North Maluku; Indonesia
-KB-
KBA 	GFKB 	Kabala Airport 	Kabala; Sierra Leone
KBC 		Birch Creek Airport (FAA: Z91) 	Birch Creek; Alaska; United States
KBD 		Kimberley Downs Airport 	Kimberley Downs; Western Australia; Australia
KBE 		Bell Island Hot Springs Seaplane Base 	Bell Island; Alaska; United States
KBF 		Karubaga Airport 	Karubaga; Indonesia
KBG 	HUKF 	Kabalega Falls Airport 	Kabalega Falls; Uganda
KBH 	OPKL 	Kalat Airport 	Kalat; Pakistan
KBI 	FKKB 	Kribi Airport 	Kribi; Cameroon
KBJ 	YKCA 	Kings Canyon Airport 	Kings Canyon; Northern Territory; Australia
KBL 	OAKB 	Kabul International Airport 	Kabul; Afghanistan
KBM 		Kabwum Airport 	Kabwum; Papua New Guinea
KBN 	FZWT 	Tunta Airport 	Kabinda; Democratic Republic of the Congo
KBO 	FZRM 	Kabalo Airport 	Kabalo; Democratic Republic of the Congo
KBP 	UKBB 	Boryspil International Airport 	Kiev; Ukraine
KBQ 	FWKG 	Kasungu Airport 	Kasungu; Malawi
KBR 	WMKC 	Sultan Ismail Petra Airport 	Kota Bharu; Kelantan; Malaysia
KBS 	GFBO 	Bo Airport 	Bo; Sierra Leone
KBT 		Kaben Airport 	Maloelap Atoll; Marshall Islands
KBU 	WRBK 	Stagen Airport 	Kotabaru; Kalimantan; Indonesia
KBV 	VTSG 	Krabi Airport 	Krabi; Thailand
KBW 		Chignik Bay Seaplane Base (FAA: Z78) 	Chignik; Alaska; United States.
KBX 		Kambuaya Airport 	Kambuaya; Indonesia
KBY 	YKBY 	Streaky Bay Airport 	Streaky Bay; South Australia; Australia
KBZ 	NZKI 	Kaikoura Airport 	Kaikoura; New Zealand
-KC-
KCA 	ZWKC 	Kuqa Qiuci Airport 	Kuqa; Xinjiang; China
KCB 		Tepoe Airstrip 	Kasikasima; Suriname
KCC 		Coffman Cove Seaplane Base 	Coffman Cove; Alaska; United States
KCD 		Kamur Airport 	Kamur; Indonesia
KCE 	YCSV 	Collinsville Airport 	Collinsville; Queensland; Australia
KCF 		Kadanwari Airport 	Kadanwari; Pakistan
KCG 		Chignik Fisheries Airport (closed) 	Chignik; Alaska; United States.
KCH 	WBGG 	Kuching International Airport 	Kuching; Sarawak; Malaysia
KCI 		Kon Airport 	Kon; Indonesia
KCJ 		Komaio Airport 	Komaio; Papua New Guinea
KCK 		Fairfax Airport (closed 1985) 	Kansas City; Kansas; United States
KCL 		Chignik Lagoon Airport (Chignik Flats Airport) 	Chignik Lagoon; Alaska; United States
KCM 	LTCN 	Kahramanmaras Airport 	Kahramanmaras; Turkey
KCN 		Chernofski Harbor Seaplane Base 	Chernofski Harbor; Alaska; United States
KCO 	LTBQ 	Cengiz Topel Naval Air Station 	Kocaeli; Turkey
KCP 		Kamenets-Podolskiy Airport 	Kamianets-Podilskyi; Ukraine
KCQ 		Chignik Lake Airport (FAA: A79) 	Chignik Lake; Alaska; United States
KCR 		Colorado Creek Airport 	Colorado Creek; Alaska; United States
KCS 	YKCS 	Kings Creek Airport 	Kings Creek; Northern Territory; Australia
KCT 	VCCK 	Koggala Airport 	Galle; Sri Lanka
KCU 	HUMI 	Masindi Airport 	Masindi; Uganda
KCZ 	RJOK 	Kōchi Ryōma Airport 	Kōchi; Japan
-KD-
KDA 	GOGK 	Kolda North Airport 	Kolda; Senegal
KDB 	YKBL 	Kambalda Airport 	Kambalda; Western Australia; Australia
KDC 	DBBK 	Kandi Airport 	Kandi; Benin
KDD 	OPKH 	Khuzdar Airport 	Khuzdar; Pakistan
KDE 		Koroba Airport 	Koroba; Papua New Guinea
KDF 		Kouba Airport 	Kouba; Algeria
KDG 		Kardjali Airport 	Kardjali; Bulgaria
KDH 	OAKN 	Kandahar International Airport 	Kandahar; Afghanistan
KDI 	WAWW 	Wolter Monginsidi Airport 	Kendari; Indonesia
KDJ 	FOGJ 	Ville Airport (Ndjolé Airport) 	Ndjolé; Gabon
KDK 	PAKD 	Kodiak Municipal Airport 	Kodiak; Alaska; United States
KDL 	EEKA 	Kärdla Airport 	Kärdla; Hiiumaa; Estonia
KDM 	VRMT 	Kaadedhdhoo Airport 	Kaadedhdhoo Island; Gaafu Dhaalu Atoll; Maldives
KDN 	FOGE 	Ndende Airport 	Ndende; Gabon
KDO 	VRMK 	Kadhdhoo Airport 	Kadhdhoo Island; Laamu Atoll; Maldives
KDP 		Kandep Airport 	Kandep; Papua New Guinea
KDQ 		Kamberatoro Airport 	Kamberatoro; Papua New Guinea
KDR 		Kandrian Airport 	Kandrian; Papua New Guinea
KDS 		Kamaran Downs Airport 	Kamaran Downs; Queensland; Australia
KDT 	VTBK 	Kamphaeng Saen Airport 	Nakhon Pathom; Thailand
KDU 	OPSD 	Skardu Airport 	Skardu; Pakistan
KDV 	NFKD 	Vunisea Airport (Kandavu Airport) 	Vunisea; Kadavu Island; Fiji
-KE-
KEA 		Keisah Airport 	Keisah; Indonesia
KEB 		Nanwalek Airport (English Bay Airport) 	Nanwalek (English Bay); Alaska; United States
KEC 	FZQG 	Kasenga Airport 	Kasenga; Democratic Republic of the Congo
KED 	GQNK 	Kaédi Airport 	Kaédi; Mauritania
KEE 	FCOK 	Kelle Airport 	Kelle; Republic of the Congo
KEF 	BIKF 	Keflavík International Airport 	Keflavík (near Reykjavík); Iceland
KEG 		Keglsugl Airport 	Keglsugl; Papua New Guinea
KEH 		Kenmore Air Harbor (FAA: S60) 	Kenmore; Washington; United States
KEI 	WAKP 	Kepi Airport 	Kepi; Indonesia
KEJ 	UNEE 	Kemerovo Airport 	Kemerovo; Kemerovo Oblast; Russia
KEK 		Ekwok Airport 	Ekwok; Alaska; United States
KEL 	EDHK 	Kiel Holtenau Airport 	Kiel; Schleswig-Holstein; Germany
KEM 	EFKE 	Kemi-Tornio Airport 	Kemi / Tornio; Finland
KEN 	GFKE 	Kenema Airport 	Kenema; Sierra Leone
KEO 	DIOD 	Odienné Airport 	Odienné; Côte d'Ivoire
KEP 	VNNG 	Nepalgunj Airport (Mahendra Airport) 	Nepalgunj; Nepal
KEQ 	WASE 	Kebar Airport 	Kebar; Indonesia
KER 	OIKK 	Kerman Airport 	Kerman; Iran
KES 	CZEE 	Kelsey Airport 	Kelsey; Manitoba; Canada
KET 	VYKG 	Kengtung Airport 	Kengtung; Myanmar (Burma)
KEV 	EFHA 	Halli Airport 	Kuorevesi; Finland
KEW 		Keewaywin Airport (TC LID: CPV8) 	Keewaywin; Ontario; Canada
KEX 		Kanabea Airport 	Kanabea; Papua New Guinea
KEY 	HKKR 	Kericho Airport 	Kericho; Kenya
KEZ 		Ali Al Salem Airport 	Ali Al Salem; Kuwait
-KF-
KFA 	GQNF 	Kiffa Airport 	Kiffa; Mauritania
KFE 	YFDF 	Dave Forest Airport 	Cloudbreak /

Western Australia; Australia
KFG 	YKKG 	Kalkurung Airport 	Daguragu / Kalkaringi; Northern Territory; Australia
KFP 	PAKF 	False Pass Airport 	False Pass; Alaska; United States
KFS 	LTAL 	Kastamonu Airport 	Kastamonu; Turkey
-KG-
KGA 	FZUA 	Kananga Airport 	Kananga; Democratic Republic of the Congo
KGB 		Konge Airport 	Konge; Papua New Guinea
KGC 	YKSC 	Kingscote Airport 	Kingscote; South Australia; Australia
KGD 	UMKK 	Khrabrovo Airport 	Kaliningrad; Russia
KGE 	AGKG 	Kagau Island Airport 	Kagau Island; Solomon Islands
KGF 	UAKK 	Sary-Arka Airport 	Karaganda; Kazakhstan
KGG 	GOTK 	Kédougou Airport 	Kédougou; Senegal
KGH 		Yongai Airport 	Yongai; Papua New Guinea
KGI 	YPKG 	Kalgoorlie-Boulder Airport 	Kalgoorlie; Western Australia; Australia
KGJ 	FWKA 	Karonga Airport 	Karonga; Malawi
KGK 	PAJZ 	Koliganek Airport (FAA: JZZ) 	Koliganek; Alaska; United States
KGL 	HRYR 	Kigali International Airport (Kanombe Airport) 	Kigali; Rwanda
KGN 	FZOK 	Kasongo Lunda Airport 	Kasongo Lunda; Democratic Republic of the Congo
KGO 	UKKG 	Kirovograd Airport 	Kirovohrad; Ukraine
KGP 	USRK 	Kogalym Airport 	Kogalym; Tyumen Oblast; Russia
KGR 		Kulgera Airport 	Kulgera; Northern Territory; Australia
KGS 	LGKO 	Kos Island International Airport 	Kos Island; Greece
KGU 	WBKG 	Keningau Airport 	Keningau; Sabah; Malaysia
KGW 		Kagi Airport 	Kagi; Papua New Guinea
KGX 		Grayling Airport 	Grayling; Alaska; United States
KGY 	YKRY 	Kingaroy Airport 	Kingaroy; Queensland; Australia
KGZ 		Glacier Creek Airport 	Glacier Creek; Alaska; United States
-KH-
KHA 	OITH 	Khaneh Airport (Piranshahr Airport) 	Khaneh; Iran
KHC 	UKFK 	Kerch Airport (Voykovo Airport) 	Kerch; Ukraine
KHD 	OICK 	Khorramabad Airport 	Khorramabad; Iran
KHE 		Kherson Airport 	Kherson; Ukraine
KHG 	ZWSH 	Kashgar Airport (Kashi Airport) 	Kashgar; Xinjiang; China
KHH 	RCKH 	Kaohsiung International Airport 	Kaohsiung; Taiwan
KHI 	OPKC 	Jinnah International Airport (Quaid-e-Azam Int'l) 	Karachi; Pakistan
KHJ 	EFKJ 	Kauhajoki Airport 	Kauhajoki; Finland
KHK 	OIBQ 	Khark Island Airport 	Khark Island; Iran
KHL 	VGKN 	Khulna Airport 	Khulna; Bangladesh
KHM 	VYKI 	Khamti Airport 	Khamti; Myanmar (Burma)
KHN 	ZSCN 	Nanchang Changbei International Airport 	Nanchang; Jiangxi; China
KHO 		Khoka Moya Airport 	Khoka Moya; South Africa
KHR 	ZMHH 	Kharkhorin Airport 	Kharkhorin; Mongolia
KHS 	OOKB 	Khasab Airport 	Khasab; Oman
KHT 	OAKS 	Khost Airport 	Khost; Afghanistan
KHU 		Kremenchuk Airport 	Kremenchuk; Ukraine
KHV 	UHHH 	Khabarovsk Novy Airport 	Khabarovsk; Russia
KHW 	FBKR 	Khwai River Lodge Airport 	Khwai River Lodge; Botswana
KHZ 	NTKA 	Kauehi Airport 	Kauehi; French Polynesia
-KI-
KIA 		Kaiapit Airport 	Kaiapit; Papua New Guinea
KIB 		Ivanof Bay Seaplane Base 	Ivanof Bay; Alaska; United States
KIC 	KKIC 	Mesa Del Rey Airport 	King City; California; United States
KID 	ESMK 	Kristianstad Airport 	Kristianstad; Sweden
KIE 	AYKT 	Aropa Airport 	Kieta; Bougainville Island; Papua New Guinea
KIF 		Kingfisher Lake Airport 	Kingfisher Lake; Ontario; Canada
KIG 		Koinghaas Airport 	Koinghaas; South Africa
KIH 	OIBK 	Kish International Airport 	Kish Island; Iran
KII 		Kibuli Airport 	Kibuli; Papua New Guinea
KIJ 	RJSN 	Niigata Airport 	Niigata; Japan
KIK 	ORKK 	Kirkuk Airport 	Kirkuk; Iraq
KIL 		Kilwa Airport 	Kilwa; Democratic Republic of the Congo
KIM 	FAKM 	Kimberley Airport 	Kimberley; South Africa
KIN 	MKJP 	Norman Manley International Airport 	Kingston; Jamaica
KIO 		Kili Airport (FAA: Q51) 	Kili Island; Marshall Islands
KIP 	KCWC 	Kickapoo Downtown Airport (FAA: CWC) 	Wichita Falls; Texas; United States
KIQ 		Kira Airport 	Kira; Papua New Guinea
KIR 	EIKY 	Kerry Airport 	Tralee; County Kerry; Ireland
KIS 	HKKI 	Kisumu Airport 	Kisumu; Kenya
KIT 	LGKC 	Kithira Airport 	Kithira; Greece
KIU 		Kiunga Airport 	Kiunga; Kenya
KIV 	LUKK 	Chişinău International Airport 	Chişinău; Moldova
KIW 	FLSO 	Southdowns Airport 	Kitwe; Zambia
KIX 	RJBB 	Kansai International Airport 	Osaka; Japan
KIY 	HTKI 	Kilwa Masoko Airport 	Kilwa Masoko; Tanzania
KIZ 		Kikinonda Airport 	Kikinonda; Papua New Guinea
-KJ-
KJA 	UNKL 	Krasnoyarsk Yemelyanovo Airport 	Krasnoyarsk; Russia
KJI 	ZWKN 	Kanas Airport 	Burqin County; Xinjiang; China
KJK 	EBKT 	Kortrijk-Wevelgem International Airport 	Wevelgem; Belgium
KJP 	ROKR 	Kerama Airport 	Kerama Islands; Okinawa; Japan
KJU 		Kamiraba Airport 	Kamiraba; Papua New Guinea
-KK-
KKA 	PAKK 	Koyuk Alfred Adams Airport 	Koyuk; Alaska; United States
KKB 		Kitoi Bay Seaplane Base 	Kitoi Bay; Alaska; United States
KKC 	VTUK 	Khon Kaen Airport 	Khon Kaen; Thailand
KKD 		Kokoda Airport 	Kokoda; Papua New Guinea
KKE 	NZKK 	Bay of Islands Airport (Kerikeri Airport) 	Kerikeri; New Zealand
KKG 		Konawaruk Airport 	Konawaruk; Guyana
KKH 	PADY 	Kongiganak Airport (FAA: DUY) 	Kongiganak; Alaska; United States
KKI 		Akiachak Seaplane Base 	Akiachak; Alaska; United States
KKJ 	RJFR 	Kokura Airport 	Kita Kyūshū; Kyūshū; Japan
KKK 		Kalakaket Creek Air Station (FAA: 1KC) 	Kalakaket Creek; Alaska; United States
KKL 		Karluk Lake Seaplane Base 	Karluk Lake; Alaska; United States
KKM 	VTBH 	Sa Pran Nak Airport 	Lop Buri; Thailand
KKN 	ENKR 	Kirkenes Airport; Høybuktmoen 	Kirkenes; Finnmark; Norway
KKO 	NZKO 	Kaikohe Airport 	Kaikohe; New Zealand
KKP 	YKLB 	Koolburra Airport 	Koolburra; Queensland; Australia
